Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Khác,Link
Chuyên gia Marketing,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Cạnh tranh,Hà Nội,18/12/2023,Trưởng nhóm / Giám sát,"Ngân hàng , Tiếp thị trực tuyến , Tiếp thị / Marketing",Trên 8 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Bằng cấp: Tốt nghiệp ĐH trở lên, chuyên ngành  marketing, kinh tế.- Kiến thức chuyên môn: Am hiểu tốt về các sản phẩm, dịch vụ ngân hàng & các công cụ marketing.- Kinh nghiệm chuyên môn: Tối thiểu 08 năm kinh nghiệm. Ưu tiên ứng viên đã có kinh nghiệm làm Marketing tại các Ngân hàng hoặc Tổ chức tín dụng.- Kỹ năng, phẩm chất:+ Trung thực; Năng động; Trách nhiệm; Chủ động.+ Kỹ năng viết, kỹ năng phân tích.+ Kỹ năng làm việc độc lập, làm việc nhóm.+ kỹ năng lập kế hoạch và quản lý dự án.QUYỀN LỢI:- Chế độ BHXH, BHYT, BHTN theo quy định của pháp luật.- Bữa sáng, bữa trưa tại Văn phòng, chế độ cho vay ưu đãi với CBNV.- Thưởng định kỳ, thưởng ngày Lễ Tết,… Tặng quà sinh nhật, quà chúc mừng các sự kiện cho CBNV và người thân CBNV.- Du lịch, tham quan, các hoạt động ngày hội Văn hóa PVcomBank hàng quý, hàng năm.- Chính sách phát triển đào tạo, lộ trình thăng tiến rõ ràng.",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-gia-marketing.35BF2A19.html
Nhân viên Digital Marketing,Công ty TNHH Thương Mại & Dịch Vụ Xuân Cầu,10 Tr - 13 Tr VND,Hà Nội,18/12/2023,Nhân viên,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông",1 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Ưu tiên hồ sơ nộp sớm- Ưu tiên ứng viên Nam        - Tốt nghiệp trung cấp, cao đẳng, đại học (Sales, Marketing, Design)      - Có kinh nghiệm làm việc ở vị trí Trade MKT là một lợi thế        - Có khả năng tổng hợp, thống kê, phân tích và xây dựng kế hoạch hành động   - Năng động, nhiệt tình, sáng tạo trong công việc        - Tự tin, cầu tiến, ham học hỏi- Nhanh nhẹn, trẻ trung.",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiThời gian làm việc: 01 - 02 thángLương: 10 Tr - 13 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-digital-marketing.35BF2AA9.html
Trưởng Phòng Marketing ( Mảng Thời Trang ) - Thương Hiệu ERKE,Công ty TNHH Thời trang An Việt Sông Hồng,20 Tr - 30 Tr VND,Hà Nội,18/12/2023,Quản lý,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Dệt may / Da giày / Thời trang",Trên 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTốt nghiệp Đại học trở lên các chuyên ngành Marketing, Truyền thông, Quản trị kinh doanh,... và các chuyên ngành liên quan. Có ít nhất 2 năm kinh nghiệm ở vị trí tương đương. Ưu tiên có kinh nghiệm Trưởng phòng, Trưởng bộ phận Marketing các Công ty về thương mại bán lẻ, thời trang thể thao. Có khả năng làm việc độc lập để thực hiện công việc khi có yêu cầu. Khả năng kiểm soát thời gian và công việc. Thành thạo tin học văn phòng, thư điện tử, internet, mạng xã hội Kỹ năng  tham mưu, lập kế hoạch, tổ chức và giám sát công việc Kỹ năng phân tích, tổng hợp, làm báo cáo. Kỹ năng giao tiếp, thuyết trình","Bằng cấp: Đại họcThời gian thử việc: 2 thángĐộ tuổi: Không giới hạn tuổiThời gian làm việc: 8h30 - 17h30 từ Thứ 2 - Thứ 6, Thứ 7 cách tuần ( 2 thứ 7 trong tháng)Đồng nghiệp:Môi trường làm việc chuyên nghiệp, năng động, đầy đủ trang thiết bị phục vụ cho công việc, được phát huy tối đa khả năng của bản thânPhúc lợi:- Lương cứng + Thưởng KPI, các khoản thưởng năm, theo tình hình kinh doanh và kết quả công việcChế độ bảo hiểm: BHXH, YT, TN... đóng sau 2 tháng thử việc; 12 ngày phép năm,... chế độ đầy đủ cho người lao động- Cơ chế tăng lương định kỳ 1 lần/1 năm dựa trên năng lực, hiệu quả công việcLương: 20 Tr - 30 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-marketing-mang-thoi-trang-thuong-hieu-erke.35BF29B8.html
Trưởng Phòng Kinh Doanh Hàng Tiêu Dùng,Công Ty TNHH Sản Xuất Thương Mại Hồng Phúc,Cạnh tranh,Hồ Chí Minh,18/12/2023,Quản lý,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",3 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTốt nghiệp Đại học chuyên ngành Kinh tế, Quản trị kinh doanh, Marketing hoặc các ngành có liên quan.Có kinh nghiệm ít nhất 03-05 năm kinh nghiệm ở vị trí tương đương hoặc quản lý cấp cao của Phòng Kinh doanh - Kỹ năng hoạch định và tổ chức công việc- Mạnh về xây dựng chiến lược kinh doanh và phát triển thị trường- Tư duy phục vụ và chăm sóc khách hàng tận tâm, chuyên nghiệp- Kỹ năng đàm phán tốt- Kỹ năng giải quyết vấn đề tốt- Kỹ năng biên soạn quy trình, xây hệ thống tốtAnh văn trình độ trung cấp (nếu có)Thành thạo vi tính văn phòng, Ms. Office (Woird, Excel, Power Point)- Tinh thần trách nhiệm cao và đạo đức nghề nghiệp- Tư duy tích cực và đổi mới- Tác phong chuyên nghiệp, đam mê công việc Kinh doanh- Chịu được áp lực công việc",Bằng cấp: Cao đẳngĐộ tuổi: 28 - 45Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-hang-tieu-dung.35BF2AF1.html
TRƯỞNG PHÒNG MARKETING CẤP CAO,CÔNG TY CỔ PHẦN KHƠ THỊ SKINCARE & CLINIC,35 Tr - 45 Tr VND,Hồ Chí Minh,17/12/2023,Quản lý,"Tiếp thị / Marketing , Y tế / Chăm sóc sức khỏe",3 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC-      Có kinh nghiệm ít nhất 5 năm ở vị trí tương đương tại các Bệnh viện thẩm mỹ/ trung tâm thẩm mỹ/ thẩm mỹ viện.-      Có kinh nghiệm xây dựng chiến lược truyền thông theo xu hướng thị trường, theo tâm lý, hành vi của khách hàng.-      Có khả năng đánh giá thị xu hướng thị trường thẩm mỹ và hành vi khách hàng ngành thẩm mỹ tại TP. HCM.-      Có khả năng tạo dựng quan hệ hai chiều với các cơ quan thông tấn báo chí và các KOLs.",Bằng cấp: Đại họcĐộ tuổi: 30 - 35Lương: 35 Tr - 45 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-marketing-cap-cao.35BF3554.html
Marketing Executive,Điền Quân Media & Entertainment,Trên 7 Tr VND,Hồ Chí Minh,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Dịch vụ khách hàng , Thực phẩm & Đồ uống",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Tốt nghiệp chuyên ngành Marketing, Kinh tế, QTKD…- Tối thiểu 1 năm kinh nghiệm ở vị trí tương đương- Hiểu về các nền tảng social, có khả năng quay dựng/chụp cơ bản - Có tinh thần trách nhiệm cao và khả năng multitask- Có khả năng làm việc nhóm, tự quản lý thời gian, hoàn thành deadline đúng thời hạn- Ưu tiên ứng viên có kinh nghiệm sản xuất POSM/Merchandise và tổ chức sự kiện/các hoạt động sampling","Bằng cấp: Cao đẳngĐộ tuổi: 25 - 30Thời gian làm việc: Thứ 2 - Thứ 6, 08h30 - 18h00Phúc lợi:- Được tham gia các hoạt động/sự kiện hàng năm của Công Ty- Hưởng các chế độ khác theo quy định của Công Ty và Nhà Nước- Được hỗ trợ, kết nối các mối quan hệ phục vụ cho công việcLương: Trên 7 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/marketing-executive.35BF354C.html
Graphic Designer (ngành Beauty),Soyou Beauty Salon (Beauty Salon and Spa),15 Tr - 17 Tr VND,Hồ Chí Minh,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Mỹ thuật / Nghệ thuật / Thiết kế",2 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Tối thiểu 2 - 3 năm kinh nghiệm thiết kế, in ấn ưu tiên trong lĩnh vực Beauty (Style Hàn Quốc)- Ưu tiên khả năng edit video, dựng motion graphics cơ bản- Sử dụng thành thạo Photoshop, AI- Năng động, sáng tạo, chịu được áp lực công việc cao- Khả năng cảm nhận và thẩm mỹ tốt.","Bằng cấp: Đại họcPhụ cấp khác: Miễn phí ăn trưaThời gian thử việc: 1 thángĐộ tuổi: 22 - 30Thời gian làm việc: 09h00 - 18h00 – Thứ Hai đến thứ Sáu & 08h00 - 12h00 – Thứ BảyĐồng nghiệp: Đồng nghiệp genZ năng động, hỗ trợ nhau trong công việcLương: 15 Tr - 17 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/graphic-designer-nganh-beauty.35BF3546.html
Graphic Designer (ngành Beauty),Soyou Beauty Salon (Beauty Salon and Spa),15 Tr - 17 Tr VND,Hồ Chí Minh,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Mỹ thuật / Nghệ thuật / Thiết kế",2 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Tối thiểu 2 - 3 năm kinh nghiệm thiết kế, in ấn ưu tiên trong lĩnh vực Beauty (Style Hàn Quốc)- Ưu tiên khả năng edit video, dựng motion graphics cơ bản- Sử dụng thành thạo Photoshop, AI- Năng động, sáng tạo, chịu được áp lực công việc cao- Khả năng cảm nhận và thẩm mỹ tốt.","Bằng cấp: Đại họcPhụ cấp khác: Miễn phí ăn trưaThời gian thử việc: 1 thángĐộ tuổi: 22 - 30Thời gian làm việc: 09h00 - 18h00 – Thứ Hai đến thứ Sáu & 08h00 - 12h00 – Thứ BảyĐồng nghiệp: Đồng nghiệp genZ năng động, hỗ trợ nhau trong công việcLương: 15 Tr - 17 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/graphic-designer-nganh-beauty.35BF3546.html
Medical Sales Representative,CÔNG TY TNHH DIAN DIAGNOSTICS VIETNAM,Lên đến 20 Tr VND,Hồ Chí Minh,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Y tế / Chăm sóc sức khỏe",Trên 2 Năm,Nhân viên chính thức,YÊU CẦU CÔNG VIỆC1. Medical education background. Clinical medical laboratory or pathology related is preferred. 2. IVD working experience is preferred.3. At least 2 years of experience in the same industry4. Accept business travel,Bằng cấp: Cao đẳngPhụ cấp khác: Tiền cơm trưa & xăngThời gian thử việc: 2 thángCơ hội huấn luyện: Đào Tạo Trong NướcĐộ tuổi: Trên 23Thời gian làm việc: 40h/ tuầnPhúc lợi: Tiền thưởng dịp lễ & tếtLương: Lên đến 20 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/medical-sales-representative.35BF353E.html
Nhân Viên Digital Marketing,CÔNG TY CỔ PHẦN GIÁO DỤC JAXTINA,7 Tr - 10 Tr VND,Hà Nội,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Giáo dục / Đào tạo",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCĐam mê Marketing và muốn phát triển sự nghiệp trong lĩnh vực Marketing;Năng động, sáng tạo, sẵn sàng ""cởi"" và ""mở"" trong tư duy để học cái mới;Khả năng làm việc độc lập cao, chịu áp lực về hiệu quả công việc, trách nhiệm, không ngại thử thách;Ưu tiên những ứng viên đã có kinh nghiệm Digital Marketing (Google Ads, Facebook Ads) trong lĩnh vực giáo dục, đào tạo;Ưu tiên ứng viên có khả năng sáng tạo nội dung thể hiện dưới dạng Video ví dụ như Nhạc chế, Phim ngắn, Video Viral hoặc TVC quảng cáoQUYỀN LỢI ỨNG VIÊNThu nhập: 7.000.000 – 10.000.000 triệu/tháng + thưởng vượt KPI không giới hạn;Có cơ hội trở thành leader/quản lý chỉ sau 6 tháng - 1 năm;Thưởng nóng khi đạt thành tích xuất sắc;Được đào tạo hoặc cử đi đào tạo các kỹ năng phục vụ cho công việc, phát triển khả năng của bản thân, khả năng lãnh đạo;Tham gia các buổi team building, du lịch 2-3 lần/năm, ăn chơi hàng tháng cùng Công ty;Các chế độ thưởng các ngày lễ tết (Tết dương lịch, âm lịch, 8/3, 2/9/ 20/10…) và nhiều hình thức thưởng hấp dẫn khác (Thưởng ý tưởng, thưởng nóng đột xuất…);Được tham gia các chế độ Bảo hiểm theo quy định và hưởng đầy đủ các chế độ phúc lợi (Hiếu hỉ, sinh nhật…);Học tiếng Anh miễn phí.ĐỊA ĐIỂM VÀ THỜI GIAN LÀM VIỆCĐịa chỉ làm việc: Toà nhà Westa, 102 Trần Phú, Hà Đông, Hà Nội.Thời gian làm việc: Theo giờ hành chính từ thứ Hai đến thứ Sáu và thứ Bảy cách tuần.",Độ tuổi: Không giới hạn tuổiLương: 7 Tr - 10 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-digital-marketing.35BE0B97.html
Chuyên Viên Truyền Thông / Phụ Trách Event,CÔNG TY CỔ PHẦN GIÁO DỤC JAXTINA,8 Tr - 10 Tr VND,Hà Nội,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",Lên đến 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTối thiểu 6 tháng kinh nghiệm ở vị trí tương đươngTốt nghiệp Cao đẳng, đại học trở lên các ngành: Báo chí, Truyền thông, PR, Marketing hoặc các chuyên ngành có liên quan.Có kiến thức Marketing căn bản và phân tích thị trường truyền thôngCó thế mạnh về việc làm nội dung, kỹ năng viết bài thành thạo trên nhiều nền tảng nội dung khác nhauKỹ năng đặt mục tiêu, lập kế hoạch & hành động quyết liệt bám sát kế hoạch để đạt được mục tiêuChủ động, cầu tiến trong công việc.Hứng thú làm việc trong lĩnh vực giáo dục.Có laptop cá nhân để phục vụ công việc.QUYỀN LỢI:Mức lương: 8-10 Triệu (+ thưởng KPI)Thỏa sức sáng tạo với nhiều dòng sản phẩm trên nhiều định dạng content khác nhau. Được hỗ trợ đầy đủ nguồn lực và công cụ/thiết bị để hiện thực hóa ý tưởng.Được đào tạo chuyên môn, kiến thức về MKT từ cơ bản đến nâng cao.Cơ hội được promote lên các vị trí trưởng nhóm nội dung, quản lý dự ánĐược tham gia các buổi teambuilding, du lịch 2-3 lần/năm, ăn chơi hàng tháng cùng Công tyĐược tham gia các chế độ Bảo hiểm theo quy định và hưởng đầy đủ các chế độ phúc lợi (Hiếu hỉ, sinh nhật...)Hưởng đầy đủ các quyền lợi khác theo quy định chung của công ty và pháp luậtĐỊA ĐIỂM  VÀ THỜI GIAN LÀM VIỆCLàm việc tại Trụ sở chính Công ty: Tòa nhà Westa, 102 Trần Phú, Hà Đông, Hà Nội.Thời gian làm việc: Theo giờ hành chính từ thứ Hai đến thứ Sáu và thứ Bảy cách tuần.",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiLương: 8 Tr - 10 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-truyen-thong-phu-trach-event.35BE0B4E.html
Content Creator,CÔNG TY CỔ PHẦN GIÁO DỤC JAXTINA,8 Tr - 15 Tr VND,Hà Nội,17/12/2023,Nhân viên,"Tiếp thị / Marketing , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",Lên đến 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTối thiểu 6 tháng kinh nghiệm trong lĩnh vực sáng tạo nội dungCó kỹ năng lên kịch bản, sản xuất videoCó gu thẩm mỹ về hình ảnh, sáng tạo, nhanh nhạy. Khả năng bắt trend tốt.Tư duy nhạy bén, yêu thích công việc sáng tạo nội dung, phong cách trẻ trung, bắt trends nhanh.Tự tin, có khả năng nói và diễn xuất trước ống kínhHứng thú làm việc trong lĩnh vực giáo dục.QUYỀN LỢI:Mức lương: 8 -15 Triệu (+ thưởng KPI)Thỏa sức sáng tạo với nhiều dòng sản phẩm trên nhiều định dạng content khác nhau. Được hỗ trợ đầy đủ nguồn lực và công cụ/thiết bị để hiện thực hóa ý tưởng.Được đào tạo chuyên môn, kiến thức về Content nói riêng & MKT nói chung từ cơ bản đến nâng cao.Cơ hội được promote lên các vị trí trưởng nhóm nội dung, quản lý dự ánĐược tham gia các buổi teambuilding, du lịch 2-3 lần/năm, ăn chơi hàng tháng cùng Công tyCác chế độ thưởng các ngày lễ Tết, thưởng tháng lương thứ 13Được tham gia các chế độ Bảo hiểm theo quy định và hưởng đầy đủ các chế độ phúc lợi (Hiếu hỉ, sinh nhật...)Hưởng đầy đủ các quyền lợi khác theo quy định chung của công ty và pháp luậtĐỊA ĐIỂM  VÀ THỜI GIAN LÀM VIỆCLàm việc tại Trụ sở chính Công ty: Tòa nhà Westa, 102 Trần Phú, Hà Đông, Hà Nội.Thời gian làm việc: Theo giờ hành chính từ thứ Hai đến thứ Sáu và thứ Bảy cách tuần.",Độ tuổi: Không giới hạn tuổiLương: 8 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/content-creator.35BE0B30.html
