Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Link
nhân viên marketing part-time 2023,công ty thiết kế thời trang khales ,Thỏa thuận,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Bán thời gian,"YÊU CẦU ỨNG VIÊN- Năng động, linh hoạt và có khả năng nói chuyện khéo léo- Học các ngành đào tạo về báo chí, truyền thông, marketing là một lợi thế- Có khả năng sáng tạo nội dung hấp dẫn, độc đáo- Biết edit cơ bản bằng Canva, Capcut",https://ybox.vn/tuyen-dung/hn-cong-ty-thiet-ke-thoi-trang-khales-tuyen-dung-nhan-vien-marketing-part-time-2023-655498b3ef85287ccf109e0c
nhân viên bán hàng và marketing full-time 2023,công ty letrading việt nam ,Thỏa thuận,Hà Nội,HẠN CUỐI: 31/1/2024,"Marketing, Truyền Thông, PR; Bán hàng (Sales)",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN-         Với những sinh viên mới ra trường, chưa có kinh nghiệm, khi làm việc công ty sẽ đào tạo;-          Tốt nghiệp cao đẳng, đại học chuyên ngành kinh tế, tài chính, marketing, quản trị kinh doanh;-          Có kinh nghiệm tại vị trí Nhân viên Marketing hoặc Sales&Marketing;-          Hiểu biết trong lĩnh vực thời trang; thiết kế - in ấn; Marketing - truyền thông;-          Thành thạo tin học văn phòng (Word, Excel, PowerPoint); biết sử dụng phần mềm khác liên quan tới công việc như Photoshop, Auto cad là một lợi thế;-          Có thể giao tiếp và làm việc bằng Tiếng Anh.",https://ybox.vn/tuyen-dung/hn-cong-ty-letrading-viet-nam-tuyen-dung-nhan-vien-ban-hang-va-marketing-full-time-2023-655354a1825e0f156ebbbbe0
"thực tập sinh tuyển dụng, marketing full-time 2023",công ty green speed ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Hành chính, Nhân sự",0,Thực tập; Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Sinh viên năm 4 (thời gian làm việc tại VP ít nhất 5 ngày/tuần)- Giao tiếp lưu loát, nhanh nhẹn- Cẩn thận, tuân thủ quy trình, deadline- Có khả năng chịu áp lực, tinh thần trách nhiệm",https://ybox.vn/tuyen-dung/hcm-cong-ty-green-speed-tuyen-dung-thuc-tap-sinh-tuyen-dung-marketing-full-time-2023-65534b2314287f116eca6123
nhân viên branding content (international brand) full-time 2023,thương hiệu mia ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hồ Chí Minh,DEADLINE: 31/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"REQUIREMENTSYêu cầu ứng viênUniversity in Business Management/Marketing/PR/Communications/Business Administration.Understanding buying behavior of high-end userExperienced in creative content, ideally having at least 1 year experienceExperience in Creative Content Strategy in a creative agency is an advantageBeing able to create and do short videos for social media platforms (reels, story)Excellence in English (spoken & written)Proficiency in MS Office toolsGood at communication and presentation skillsAbility to work under pressureCreative, Teamwork",https://ybox.vn/tuyen-dung/hcm-thuong-hieu-mia-tuyen-dung-nhan-vien-branding-content-international-brand-full-time-2023-65530013c1a501792ff68fc5
thực tập sinh pr full-time 2023,tập đoàn truyền thông và công nghệ mcv ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian; Thực tập,"YÊU CẦU ỨNG VIÊNSinh viên năm 3, năm 4 ngành Quan hệ công chúng, Truyền thông, Marketing,…Có kiến thức về các nền tảng mạng xã hội Facebook, TikTok,...Có khả năng multi-task và quản lý công việc tốtBiết sử dụng cơ bản Adobe Premiere và Adobe Photoshop hoặc các phần mềm tương tựBắt trend và sáng tạo nội dung tốtSáng tạo, chủ động và quản lý công việc tốtThời gian thực tập 3 tháng, toàn thời gian",https://ybox.vn/tuyen-dung/hn-tap-doan-truyen-thong-va-cong-nghe-mcv-tuyen-dung-thuc-tap-sinh-pr-full-time-2023-65523eca041d4349b52d8a33
trưởng phòng hành chính nhân sự full-time 2023,hệ thống phòng khám thẩm mỹ cao kim ,Từ 20 Triệu VNĐ trở lên / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,"Hành chính, Nhân sự",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Tốt nghiệp Đại học QTKD, Quản Trị Nguồn Nhân lực, Luật, các chuyên ngành khác có liên quan;- Có ít nhất 02 năm kinh nghiệm ở vị trí tương đương tại các công ty kinh doanh, dịch vụ, bán lẻ, chuỗi hệ thống bán lẻ có quy mô lớn;- Mạnh về mảng tuyển dụng;- Kỹ năng ứng dụng và sử dụng các công cụ công nghệ, sử dụng vi tính thành thạo (Word. Excel, Power point...- Kỹ năng lãnh đạo và làm việc nhóm;- Kỹ năng lập kế hoạch;- Kỹ năng tổng hợp, phân tích và giải quyết các công việc phát sinh;- Khả năng bao quát và giám sát công việc;- Chịu được áp lực công việc;- Thường xuyên cập nhật Luật Doanh nghiệp, Luật lao động và các quy định có liên quan;- Độ tuổi từ 25- 35 tuổi;",https://ybox.vn/tuyen-dung/hn-he-thong-phong-kham-tham-my-cao-kim-tuyen-dung-truong-phong-hanh-chinh-nhan-su-full-time-2023-6551efc5a1272f2bf9a3e4f0
nhân viên biên tập full-time 2023,công ty alama ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊNYêu cầu công việc:- Có kinh nghiệm biên tập nội dung - Kỹ năng viết, biên tập, biên kịch tốt- Có thẩm mỹ, óc quan sát xung quanh và am hiểu cuộc sống, nắm bắt trend nhanh- Cầu tiến, mong muốn phát triển bản thânSẽ được đào tạo nếu chưa có kinh nghiệm, CHỈ CẦN BẠN ĐAM MÊ",https://ybox.vn/tuyen-dung/hn-cong-ty-alama-tuyen-dung-nhan-vien-bien-tap-full-time-2023-6551e19376f2cd2633e1dba8
nhân viên marketing full-time 2023,công ty kinh doanh và công nghệ alama việt nam ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2024,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Không yêu cầu bằng cấp, Không yêu cầu kinh nghiệm.- Tinh thần trách nhiệm, ham học hỏi, chịu được áp lực công việc.- Có Laptop cá nhân ",https://ybox.vn/tuyen-dung/hn-cong-ty-kinh-doanh-va-cong-nghe-alama-viet-nam-tuyen-dung-nhan-vien-marketing-full-time-2023-6551ea218b8ac72af91b69fa
nhân viên content marketing full-time 2023,công ty plato media ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Ưu tiên ứng viên có kinh nghiệm tối thiểu 01 năm ở vị trí tương đương- Ưu tiên ứng viên có kinh nghiệm làm nội dung TVC, Phim doanh nghiệp, Viral clip,...- Có kiến thức cơ bản về marketing, về các nền tảng social hiện hành (Facebook, Instagram, TikTok)- Có khả năng sáng tạo về nội dung, nắm bắt xu hướng đang thịnh hành- Nhanh nhẹn, nhiệt huyết trong công việc- Ưu tiên ứng viên có thể đi làm ngay",https://ybox.vn/tuyen-dung/hn-cong-ty-plato-media-tuyen-dung-nhan-vien-content-marketing-full-time-2023-6551da72dffdc51ee2c44896
executive assistant to bod full-time 2023,công ty giải pháp du lịch gohub ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng; Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,DEADLINE: 31/12/2023,"Hành chính, Nhân sự",0,Toàn thời gian,"REQUIREMENTSExcellent organizational, communication, and interpersonal skills.Excellent English. A third-language will be a big plus.General business experience, especially in client-facing roles with international organizations, will be a strong plusGreat human skills and emotional intelligenceThis is a mid/senior position, but we are open for exceptional freshies/interns",https://ybox.vn/tuyen-dung/hcm-cong-ty-giai-phap-du-lich-gohub-tuyen-dung-executive-assistant-to-bod-full-time-2023-6551a640f77c070a3eead61d
"chuyên viên marketing, kiểm toán, trưởng nhóm kiểm toán, quản lý bán hàng full-time 2023",công ty bhm ,Thỏa thuận,Hà Nội,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN1. Bằng cấp: Đại học2. Kinh nghiệm: 1-2 năm kinh nghiệm trong lĩnh vực Marketing, ưu tiên đã có nền tảng xây dựng nội dung trong lĩnh vực tư vấn dịch vụ đào tạo, tư vấn tài chính - kế toán - kiểm toán3. Ngoại ngữ: Thành thạo 4 kỹ năng                                                                                        4. Kiến thức chung- Am hiểu tổ chức- Am hiểu hệ thống hoạt động công ty: Có khả năng phân bổ, phát huy hành vi của năng lực trong nhiều đơn vị có tư duy ở cấp tổ chức/chiến lược- Am hiểu các sản phẩm/dịch vụ  của đơn vị- Hiểu biết về các sản phẩm, dịch vụ của đơn vị. Có khả năng sáng tạo, cải tiến và/hoặc đề xuất ý kiến cải tiến sản phẩm, dịch vụ của đơn vị- Am hiểu quy định/quy trình tác nghiệp trong đơn vị- Có khả năng thay đổi, điều chỉnh quy định, quy trình của đơn vị đang cung cấpNăng lực và kỹ năng- Năng lực làm việc độc lập, làm việc nhóm,..- Năng lực sáng tạo, ngôn ngữ linh hoạt- Kỹ năng thiết kế, dựng và edit video cơ bản- Kỹ năng tổ chức sự kiện, hội nghị, hội thảo,..dưới cả hình thức online/offline- Phần mềm word, excel, powerpoint,...- Kỹ năng giao tiếp, trình bày",https://ybox.vn/tuyen-dung/hn-cong-ty-bhm-tuyen-dung-chuyen-vien-marketing-kiem-toan-truong-nhom-kiem-toan-quan-ly-ban-hang-full-time-2023-654ddabbe6c4c66ff08207b8
trợ lý quản lý dự án khởi nghiệp full-time 2023,công ty start corp ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng; Từ 20 Triệu VNĐ trở lên / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Hành chính, Nhân sự",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN• Tuổi từ 20 - 40 tuổi• Tốt nghiệp 1 trong các chuyên ngành ngành Quản trị kinh doanh, Tài chính,  Ngân hàng• Am hiểu thị trường địa phương, yêu thích lĩnh vực startup khởi nghiệp• Ưu tiên đã từng làm trong lĩnh vực Tài chính, Ngân hàng, Bảo hiểm,  Bất động sản• Ưu tiên đã từng làm cấp bậc Quản lý  / leader trở lên• Có kỹ năng quản lý nhóm / lãnh đạo• Có kỹ năng hoạch định kế hoạch và chiến lược• Có kỹ năng giao tiếp / mở rộng quan hệ• Năng động, TRUNG THỰC , NGHIÊM TÚC  trong mọi công việc",https://ybox.vn/tuyen-dung/hcm-cong-ty-start-corp-tuyen-dung-tro-ly-quan-ly-du-an-khoi-nghiep-full-time-2023-654e441e3482461a53732858
nhân viên trực page part-time 2023,thẩm mỹ viện megakorea ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng; Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/1/2024,Bán hàng (Sales),0,Bán thời gian,"YÊU CẦU ỨNG VIÊN- Nữ hoặc nam trong cộng đồng LGBT.- Tuổi từ 20-30. Kỹ năng đánh máy nhanh, thành thạo.- Biết tư vấn, CSKH . Có kinh nghiệm về làm đẹp, thẩm mỹ là 1 lợi thế.",https://ybox.vn/tuyen-dung/hcm-tham-my-vien-megakorea-tuyen-dung-nhan-vien-truc-page-part-time-2023-654da442a443a85ebac186a1
"nhân viên video editor, thiết kế full-time 2023",công ty truyền thông đa phương tiện conversion marcom agency ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,Thiết kế,6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNCó kinh nghiệm tối thiệu 2 năm Inhouse hoặc 1 năm tại AgencyNhiệt huyết, đam mê với công việcTrung thực, kỷ luật cao và trách nhiệm với công việcTrình độ học vấn: Tốt nghiệp chuyên ngành Truyền thông đa phương tiện/Marketing/Truyền thông báo chí…hoặc các khóa học về quay dựng video.Có kinh nghiệm quay, dựng viral clip, video quảng cáo.Có kinh nghiệm chỉnh sửa video bằng những phần mềm như Adobe Premiere, Adobe After Effect, Adobe Audition.Sử dụng thành thạo các thiết bị: máy quay, bàn dựng, đèn...Ưu tiên ứng viên đính kèm portfolio trong CV ứng tuyển( Có đào tạo TTS chưa ra trường hoặc chưa có kinh nghiệm )",https://ybox.vn/tuyen-dung/hcm-cong-ty-truyen-thong-da-phuong-tien-conversion-marcom-agency-tuyen-dung-nhan-vien-video-editor-thiet-ke-full-time-2023-654e3999625ea5121dd8a3a7
quản lý ,công ty red orange ,Từ 20 Triệu VNĐ trở lên / Tháng,Nước Ngoài,HẠN CUỐI: 31/12/2023,"Hành chính, Nhân sự",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNCó kiến thức chuyên sâu và được thực hành về luật lao động, hệ thống nhân sự và cơ sở dữ liệu.3-5 năm kinh nghiệm trong công tác tuyển dụng nhân sự.Tiếng Anh thành thạo.Kỹ năng lãnh đạo, lập kế hoạch, xây dựng chiến lược. Kỹ năng tổ chức & giám sát công việc. Kỹ năng phân tích, tổng hợp & lập báo cáo. Kỹ năng giao tiếp tốt, lắng nghe, đàm phán và trình bày xuất sắc. Khả năng xây dựng và quản lý hiệu quả các mối quan hệ giữa các cá nhân ở tất cả các cấp bậc của công ty.Đi công tác ngắn hoặc dài hạn trong nước & nước ngoài.",https://ybox.vn/tuyen-dung/thai-lan-cong-ty-red-orange-tuyen-dung-quan-ly-tuyen-dung-full-time-2023-654ce4a56a11c332de36950f
nhân viên kinh doanh part-time 2023,công ty louis studio ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 1/2/2024,Bán hàng (Sales),0,Bán thời gian,"YÊU CẦU ỨNG VIÊNChỉ cần bạn:·       Mong muốn có mức thu nhập tốt, hoa hồng cao xứng đáng với năng lực làm việc.·       Ưa thích công việc linh hoạt, thoải mái giờ giấc, không ảnh hưởng đến thời gian học tập và cá nhân.·       Năng động, chăm chỉ, có trách nhiệm với công việc.·       Có kinh nghiệm sale hoặc CSKH là lợi thế (Không có sẽ được đào tạo)",https://ybox.vn/tuyen-dung/hn-cong-ty-louis-studio-tuyen-dung-nhan-vien-kinh-doanh-part-time-2023-654deb2d91befe7509753fe1
nhân viên livestream full-time 2023,thuốc nhuộm tóc chenglovehair ,Thỏa thuận,Hà Nội,HẠN CUỐI: 31/12/2023,Bán hàng (Sales),6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNCó khả năng xây dựng plan công việc - Ngoại hình ưa nhìn, hoạt ngôn, xử lý tình huống nhanh nhẹn-Yêu thích nhuộm tóc và có kiến thức về tóc- Có kinh nghiệm livestream- Năng động, cập nhật xu hướng, bắt trend liên tục- Ưu tiên ứng viên: có kinh nghiệm ở vị trí tương đương; có đam mê, sở thích, sở trường cá nhân; tính cách hài hước, lầy lội và ""chiến""",https://ybox.vn/tuyen-dung/hn-thuoc-nhuom-toc-chenglovehair-tuyen-dung-nhan-vien-livestream-full-time-2023-654ddda92da4ec713d403f10
thực tập sinh biên tập viên facebook full-time 2023,tập đoàn truyền thông và công nghệ mcv group ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian; Thực tập,"YÊU CẦU ỨNG VIÊN● Từng làm việc trên nền tảng Facebook.● Có khả năng sử dụng các công cụ cắt dựng, chỉnh sửa video ở mức cơ bản (Adobe Photoshop, Adobe Premiere, Catcup).● Linh hoạt, ham học hỏi, có tinh thần trách nhiệm và tự giác.● Thực tập toàn thời gian tối thiểu 03 tháng. ",https://ybox.vn/tuyen-dung/hcm-tap-doan-truyen-thong-va-cong-nghe-mcv-group-tuyen-dung-thuc-tap-sinh-bien-tap-vien-facebook-full-time-2023-654de99c34b9d1740b3438ce
thực tập sinh content marketing full-time 2023,công ty mega digital ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 26/12/2023,"Marketing, Truyền Thông, PR",0,Thực tập; Toàn thời gian,"YÊU CẦU ỨNG VIÊNSinh viên năm cuối/ sắp ra trường chuyên ngành Marketing, PR, Ngoại ngữ, Kinh tế, QTKD, Thương mại điện tử,…Tiếng Anh tương đương IELTS 6.0Có kiến thức cơ bản về Marketing: SEO, Website, content,... là lợi thếCó kinh nghiệm phát triển nội dung trên kênh social và xây dựng cộng đồng là lợi thế.Có khả năng tìm kiếm, truy xuất và phân tích dữ liệu, thông tin tốt.Chăm chỉ, nhiệt tình, thái độ học hỏi, cầu tiến.",https://ybox.vn/tuyen-dung/hn-cong-ty-mega-digital-tuyen-dung-thuc-tap-sinh-content-marketing-full-time-2023-654df2265154ca757341c4a6
