Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Senior Communications & Marketing Officer/ Manager,Action On Poverty (Aop) In Vietnam,T?i $1500,Hà N?i,13/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Strategic Public Relations Planning, Data Management, CRM, Communication, Media",https://www.vietnamworks.com/senior-communications-marketing-officer-manager-1724471-jv?source=searchResults&searchType=2&placement=1724921&sortBy=date
Marketing Manager - Aquafeed,Chi Nhánh Olam Global Agri Vi?t Nam,$900 - $1200,Not Define,13/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Branding, Ti?p Th? S?n Ph?m, Branding Marketing, Phân Tích Th??ng M?i",https://www.vietnamworks.com/marketing-manager-aquafeed--1724431-jv?source=searchResults&searchType=2&placement=1724881&sortBy=date
Digital Marketing Supervisor,"Emers Vietnam Co., Ltd",$1300 - $1700,H? Chí Minh,13/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Analytical Skill, Leadership, Digital Communications, Digital Marketing",https://www.vietnamworks.com/digital-marketing-supervisor-39-1--1724416-jv?source=searchResults&searchType=2&placement=1724866&sortBy=date
Content Creator,Công Ty TNHH Truy?n Thông ADT,Th??ng l??ng,Hà N?i,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Sáng T?o N?i Dung, SEO, Qu?n Lý Web, Tracking Performance",https://www.vietnamworks.com/content-creator--1716888-jv?source=searchResults&searchType=2&placement=1717338&sortBy=date
Truy?n Thông và T? Ch?c S? Ki?n,Tr??ng ??i H?c ?ông ?ô,Th??ng l??ng,Hà N?i,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Giáo D?c, Truy?n Thông, Event, T? Ch?c S? Ki?n, Truy?n Thông N?i B?",https://www.vietnamworks.com/truyen-thong-va-to-chuc-su-kien-1719503-jv?source=searchResults&searchType=2&placement=1719953&sortBy=date
Scientific Communication Specialist,Ajinomoto Vietnam Company,Th??ng l??ng,Hà N?i,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Communication, Ngành FMCG, Public Relation, Sciencific Research, Nutrition",https://www.vietnamworks.com/scientific-communication-specialist--1713540-jv?source=searchResults&searchType=2&placement=1713990&sortBy=date
Chuyên Viên Qu?n Lý Livestream và KOC Kênh Tiktok,Công Ty C? Ph?n Vua N?m,$500 - $700,Hà N?i,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?n Lý Bán Hàng, Livestream Bán Hàng, K? N?ng Giao Ti?p, Phát Tri?n ??i Tác, T? Duy Sáng T?o",https://www.vietnamworks.com/chuyen-vien-quan-ly-livestream-va-koc-kenh-tiktok-1724372-jv?source=searchResults&searchType=2&placement=1724822&sortBy=date
Trade Marketing Supervisor - GT,Marico South East Asia Corporation,Th??ng l??ng,H? Chí Minh,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, FMCG Market, Trade Category Management, Trade Promotion Management, FMCG",https://www.vietnamworks.com/trade-marketing-supervisor-gt--1724345-jv?source=searchResults&searchType=2&placement=1724795&sortBy=date
Legal Director,Urbox (Công Ty C? Ph?n Ti?p Th? S? Tô Quà),Th??ng l??ng,H? Chí Minh,21/11/2023,Giám ??c và C?p Cao H?n,Pháp Lý,"Pháp Lý Doanh Nghi?p, Pháp Ch? Doanh Nghi?p, Lu?t, Pháp Ch?, Legal",https://www.vietnamworks.com/legal-director--1717023-jv?source=searchResults&searchType=2&placement=1717473&sortBy=date
Instore Marketing Intern,Công Ty C? Ph?n D??c Ph?m Pharmacity,$80 - $80,H? Chí Minh,12/12/2023,Th?c t?p sinh/Sinh viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông",Marketing Planning,https://www.vietnamworks.com/instore-marketing-intern-1724334-jv?source=searchResults&searchType=2&placement=1724784&sortBy=date
Brand Manager,Công Ty TNHH HCT Family Food,Th??ng l??ng,H? Chí Minh,12/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Ho?ch ??nh Chi?n L??c, L?p K? Ho?ch Marketing, Qu?n Lý Th??ng Hi?u, Qu?n Lý Ngân Sách",https://www.vietnamworks.com/brand-manager--1724297-jv?source=searchResults&searchType=2&placement=1724747&sortBy=date
Brand Marketing Intern,Công Ty C? Ph?n D??c Ph?m Pharmacity,$80 - $80,H? Chí Minh,12/12/2023,Th?c t?p sinh/Sinh viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO Adwords, SEO Writing, SEO Content Writing, SEO Management, Brand Marketing",https://www.vietnamworks.com/brand-marketing-intern--1724320-jv?source=searchResults&searchType=2&placement=1724820&sortBy=date
Chuyên Viên Sáng T?o N?i Dung Tiktok,Công Ty C? Ph?n Vua N?m,$500 - $700,Hà N?i,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content, Content Marketing, Biên T?p N?i Dung, Tiktok Ads, Creative Skill",https://www.vietnamworks.com/chuyen-vien-sang-tao-noi-dung-tiktok-1724318-jv?source=searchResults&searchType=2&placement=1724818&sortBy=date
Nhân Viên Quay D?ng - Video Editor,Weset English Center,T? $450,H? Chí Minh,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Photoshop, After Effect, Adobe Premiere, Videos Editor",https://www.vietnamworks.com/nhan-vien-quay-dung-video-editor--1719425-jv?source=searchResults&searchType=2&placement=1719925&sortBy=date
Chuyên Viên Marketing,Công Ty C? Ph?n ??u T? Phát Tri?n Sách Và H?c Li?u ?i?n T? Vi?t Nam,Th??ng l??ng,Hà N?i,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Canva Design, SEO, Qu?ng Cáo, Digital Marketing, Truy?n Thông",https://www.vietnamworks.com/chuyen-vien-marketing--1707346-jv?source=searchResults&searchType=2&placement=1707846&sortBy=date
Content Social,Công Ty C? Ph?n Th??ng M?i D?ch V? Ch?m Sóc S?c Kh?e Và S?c ??p Hera,$400 - $830,H? Chí Minh,12/12/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sáng T?o N?i Dung, Content, Digital Marketing, Truy?n Thông, T? Duy Sáng T?o",https://www.vietnamworks.com/content-social--1724284-jv?source=searchResults&searchType=2&placement=1724784&sortBy=date
C?ng Tác Viên H? Tr? D? Án Tri?n Lãm N??c Ngoài T?i Vi?t Nam,International Technology Exhibition And Events Joint Stock Company - Công Ty C? Ph?n Tri?n Lãm Công Ngh? Và S? Ki?n Qu?c T? (Itec.Com.Vn),Th??ng l??ng,Hà N?i,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Thu Th?p Thông Tin, Truy?n Thông, Nghiên C?u Th? Tr??ng, H? Tr? D? Án",https://www.vietnamworks.com/cong-tac-vien-ho-tro-du-an-trien-lam-nuoc-ngoai-tai-viet-nam-1724235-jv?source=searchResults&searchType=2&placement=1724735&sortBy=date
Marketing Trainee,Công Ty C? Ph?n Cà Phê Olympic,Th??ng l??ng,H? Chí Minh,12/12/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Content Marketing, Communication Marketing, Marketing Research, Brand Marketing",https://www.vietnamworks.com/marketing-trainee--1724232-jv?source=searchResults&searchType=2&placement=1724732&sortBy=date
Inbound Marketing Specialist (Remote),Havi Technology,Th??ng l??ng,Qu?c t?,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Marketing Analytics, Inbound Marketing, B2B Marketing, Communication",https://www.vietnamworks.com/inbound-marketing-specialist-remote-1711949-jv?source=searchResults&searchType=2&placement=1712449&sortBy=date
Senior Marketing Executive,Công Ty C? Ph?n Công Ngh? OLLI,Th??ng l??ng,H? Chí Minh,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Thi?t K? ?? H?a, Thi?t K?, Photoshop, Graphic Design, Thi?t K? Hình ?nh",https://www.vietnamworks.com/senior-marketing-executive--1724113-jv?source=searchResults&searchType=2&placement=1724613&sortBy=date
Chuyên Viên Digital Marketing L??ng 15-18Tr,Công Ty TNHH SAMJO & PARTNERS,$700 - $850,Hà N?i,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Youtube SEO, Social Media Marketing, Marketing M? Ph?m, Google Ads, Digital Marketing",https://www.vietnamworks.com/chuyen-vien-digital-marketing-luong-15-18tr-1719136-jv?source=searchResults&searchType=2&placement=1719636&sortBy=date
Tr??ng Phòng Marketing [T?i Thi?u 2 N?m Kinh Nghi?m]Urgent job,Công Ty TNHH Phân Ph?i Phát Vi?t - Chi Nhánh T?i TPHCM,Th??ng l??ng,H? Chí Minh,28/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","M? Ph?m, Management, Marketing Management, Marketing Planning, Analysis Skill",https://www.vietnamworks.com/truong-phong-marketing-toi-thieu-2-nam-kinh-nghiem-1719058-jv?source=searchResults&searchType=2&placement=1719558&sortBy=date
Marketing Executive / Nhân Viên Marketing,TNE Global,Th??ng l??ng,H? Chí Minh,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Content, Event Coordination, Marketing Tr?c Tuy?n, Ti?p Th?",https://www.vietnamworks.com/marketing-executive-nhan-vien-marketing--1724134-jv?source=searchResults&searchType=2&placement=1724634&sortBy=date
Account S? Ki?n - Không Yêu C?u Kinh Nghi?m,Công Ty C? Ph?n Emera,Th??ng l??ng,Hà N?i,12/12/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Tìm Ki?m Khách Hàng, T? Ch?c S? Ki?n, Ch?m Sóc Khách Hàng, Thi?t K? S? Ki?n, Tin H?c V?n Phòng",https://www.vietnamworks.com/account-su-kien-khong-yeu-cau-kinh-nghiem--1724105-jv?source=searchResults&searchType=2&placement=1724605&sortBy=date
Executive Assistant cum Marketing- Personal Assistant,Sirius Ventures,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, Creative Marketing, Administrative Support, English, Project Management",https://www.vietnamworks.com/executive-assistant-cum-marketing-personal-assistant-1716776-jv?source=searchResults&searchType=2&placement=1717276&sortBy=date
[Tuy?n G?p] Senior Marketing Executive,Qtc Technology,Th??ng l??ng,Bình D??ng,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Stragegic Planning, Marketing Planning, Strategic Public Relations Planning, Communication",https://www.vietnamworks.com/tuyen-gap-senior-marketing-executive-1717042-jv?source=searchResults&searchType=2&placement=1717542&sortBy=date
Communications Executive,British Vietnamese International School Hanoi,Th??ng l??ng,Hà N?i,02/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Communication Marketing, Truy?n Thông, Digital Marketing, Branding, Communication",https://www.vietnamworks.com/communications-executive--1721369-jv?source=searchResults&searchType=2&placement=1721869&sortBy=date
Chuyên Viên Marketing - Truy?n ThôngUrgent job,Cty C? Ph?n T?p ?oàn Vinastone,Th??ng l??ng,Hà N?i,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Ti?ng Anh, Truy?n Thông, Qu?ng Bá Th??ng Hi?u, T? Ch?c S? Ki?n, Sáng T?o N?i Dung",https://www.vietnamworks.com/chuyen-vien-marketing-truyen-thong--1716942-jv?source=searchResults&searchType=2&placement=1717442&sortBy=date
Tr??ng Phòng Marketing,Công Ty TNHH T?p ?oàn Sapon,$830 - $1250,Hà N?i,01/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Markeing Management, Chi?n D?ch Truy?n Thông, Ti?ng Anh, ?ánh Giá Th? Tr??ng, Phân Tích D? Li?u",https://www.vietnamworks.com/truong-phong-marketing--1707345-jv?source=searchResults&searchType=2&placement=1707845&sortBy=date
CRM Supervisor,"Al Naboodah International Vietnam Co.,Ltd",Th??ng l??ng,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Database Controlling, Customer Experiences, CRM Marketing, CRM, Customer Loyalty Management",https://www.vietnamworks.com/crm-supervisor--1709976-jv?source=searchResults&searchType=2&placement=1710476&sortBy=date
Leader Facebook Ads,Toshiko Vi?t Nam,$700 - $1500,Hà N?i,01/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Th?c Ph?m Ch?c N?ng, Facebook Ads, Qu?ng Cáo, Marketing Y T?, Kinh Doanh S?a B?t",https://www.vietnamworks.com/leader-facebook-ads--1721069-jv?source=searchResults&searchType=2&placement=1721569&sortBy=date
Nhân Viên Marketing (D??i 1 N?m Kinh Nghi?m)Urgent job,Công Ty TNHH Btaskee,$350 - $500,Lâm ??ng,20/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Tìm Ki?m Khách Hàng, Ch?m Sóc Khách Hàng, Ti?p Th? S?n Ph?m, Báo Cáo T?ng K?t, Marketing Development",https://www.vietnamworks.com/nhan-vien-marketing-duoi-1-nam-kinh-nghiem--1716116-jv?source=searchResults&searchType=2&placement=1716616&sortBy=date
Communications and Campaigns Coordinator,RMIT University Vietnam,Th??ng l??ng,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Communication, Student Engagement, Campaign Development, Digital Content Marketing, Social Media Networks",https://www.vietnamworks.com/communications-and-campaigns-coordinator--1721322-jv?source=searchResults&searchType=2&placement=1721822&sortBy=date
Nhân Viên MarketingUrgent job,Công Ty C? Ph?n Prosi Th?ng Long,$700 - $1000,Hà N?i,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Google Ads, Ch?p ?nh, Qu?ng Cáo, Social Media",https://www.vietnamworks.com/nhan-vien-marketing--1721280-jv?source=searchResults&searchType=2&placement=1721780&sortBy=date
Tr??ng Phòng Marketing,Công Ty TNHH TM DV Happy Phone,Th??ng l??ng,H? Chí Minh,21/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Development, Chi?n D?ch Truy?n Thông, Google Adwords, Social, E-commerce",https://www.vietnamworks.com/truong-phong-marketing--1716677-jv?source=searchResults&searchType=2&placement=1717177&sortBy=date
Tr??ng Phòng Marketing,Công Ty C? Ph?n BB Group,Th??ng l??ng,Hà N?i,21/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Qu?n Tr? Kinh Doanh, Qu?ng Bá Th??ng Hi?u, Marketing Creation, Marketing Management",https://www.vietnamworks.com/truong-phong-marketing-984--1717054-jv?source=searchResults&searchType=2&placement=1717554&sortBy=date
Media Performance Specialist,Công Ty TNHH Vsita Media,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Performance Marketing, Digital Marketing, Advertsing Agency, Social Media Ads, Ads",https://www.vietnamworks.com/media-performance-specialist-1716660-jv?source=searchResults&searchType=2&placement=1717160&sortBy=date
Nhân Viên Marketing,Công Ty TNHH Digitran,$347 - $652,Hà N?i,21/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, SEO, Content Marketing, Truy?n Thông N?i B?, Biên T?p N?i Dung",https://www.vietnamworks.com/nhan-vien-marketing--1716912-jv?source=searchResults&searchType=2&placement=1717412&sortBy=date
Senior Content Creation/social Media SpecialistUrgent job,Turnkey Fba Limited Company,$500 - $1500,Hà N?i,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Creating, Content Strategy, Digital Marketing, Th??ng M?i Online, Media",https://www.vietnamworks.com/senior-content-creation-social-media-specialist-1720904-jv?source=searchResults&searchType=2&placement=1721404&sortBy=date
Giám ??c Marketing và Truy?n Thông,Công Ty C? Ph?n Ch?ng Khoán KAFI,T? $1600,H? Chí Minh,21/11/2023,Giám ??c và C?p Cao H?n,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Development, Báo Chí Truy?n Thông, T? Ch?c S? Ki?n, Sáng T?o N?i Dung, Digital",https://www.vietnamworks.com/giam-doc-marketing-va-truyen-thong-3-1703206-jv?source=searchResults&searchType=2&placement=1703706&sortBy=date
Content Marketing,Công Ty C? Ph?n Truy?n Thông Sunrise,Th??ng l??ng,Hà N?i,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?n Lý Fanpage, Content Fanpage, T? Ch?c S? Ki?n, Sáng T?o N?i Dung, Nghiên C?u Th? Tr??ng",https://www.vietnamworks.com/content-marketing-325-1-1--1721168-jv?source=searchResults&searchType=2&placement=1721668&sortBy=date
Chuyên Viên Qu?n Lý Thanh Kho?n Và Ngu?n V?n,Công Ty C? Ph?n Ch?ng Khoán KAFI,T? $1000,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Development, Ch?ng Khoán, Truy?n Thông PR",https://www.vietnamworks.com/chuyen-vien-quan-ly-thanh-khoan-va-nguon-von-1705032-jv?source=searchResults&searchType=2&placement=1705532&sortBy=date
Chuyên Viên Cao C?p Marketing B?t ??ng S?n,Công Ty CP T?p ?oàn Everland,Th??ng l??ng,Hà N?i,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","B?t ??ng S?n, Xây D?ng Th??ng Hi?u, Báo Chí Truy?n Thông, T? V?n Chi?n L??c Marketing, Qu?n Lý Fanpage",https://www.vietnamworks.com/chuyen-vien-cao-cap-marketing-bat-dong-san-1717049-jv?source=searchResults&searchType=2&placement=1717549&sortBy=date
Nhân Viên Marketing Kênh Online & Th??ng M?i ?i?n T? - Online & E-Commerce Marketing ExecutiveUrgent job,Công Ty C? Ph?n Hwico,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Online, SEO, E-commerce, Chi?n D?ch Truy?n Thông, Phân Tích Th? Tr??ng",https://www.vietnamworks.com/nhan-vien-marketing-kenh-online-thuong-mai-dien-tu-online-e-commerce-marketing-executive-1716632-jv?source=searchResults&searchType=2&placement=1717132&sortBy=date
Trade Marketing (Channel Execution),Sabeco - T?ng Công Ty C? Ph?n Bia - R??u - N??c Gi?i Khát Sài Gòn,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Alcohol Or Beverage, Off Trade, On Trade, FMCG",https://www.vietnamworks.com/trade-marketing-channel-execution-1716811-jv?source=searchResults&searchType=2&placement=1717311&sortBy=date
Chuyên Viên Content Marketing (L?nh V?c M? Ph?m)Urgent job,Công Ty TNHH Taehui,Th??ng l??ng,Hà N?i,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sáng T?o N?i Dung, Vi?t PR, Content SEO, SEO Writing, Vi?t K?ch B?n Qu?ng Cáo",https://www.vietnamworks.com/chuyen-vien-content-marketing-linh-vuc-my-pham--1721181-jv?source=searchResults&searchType=2&placement=1721681&sortBy=date
Chuyên Viên Digital Marketing ( Ch?y 2 N?n T?ng)Urgent job,Công Ty TNHH Taehui,Th??ng l??ng,Hà N?i,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Google Ads, Xây D?ng Chi?n L??c, Marketing Strategy, Video Editing",https://www.vietnamworks.com/chuyen-vien-digital-marketing-chay-2-nen-tang--1721182-jv?source=searchResults&searchType=2&placement=1721682&sortBy=date
Event Intern (Opal),Openasia,Th??ng l??ng,H? Chí Minh,21/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Planning, Media, Event, Event Management, Marketing Development",https://www.vietnamworks.com/event-intern-opal-1716657-jv?source=searchResults&searchType=2&placement=1717157&sortBy=date
Marketing Executive,Công Ty C? Ph?n Uniben,$600 - $900,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Branding, Truy?n Thông, Qu?ng Cáo, ATL Communications, BTL Agency",https://www.vietnamworks.com/marketing-executive--1716738-jv?source=searchResults&searchType=2&placement=1717238&sortBy=date
Senior Key Account Manager (E-Commerce),N-Squared Ecommerce Vietnam,Th??ng l??ng,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","E Commerce, Account Management, Business Development, Key Accounts, Key Account Management",https://www.vietnamworks.com/senior-key-account-manager-e-commerce--1709338-jv?source=searchResults&searchType=2&placement=1709838&sortBy=date
"Monitoring, Evaluation and Learning (Mel) ManagerUrgent job",USAID Improving Private Sector Competiviveness (IPSC),Th??ng l??ng,Hà N?i,20/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Qu?n Lý Kênh Truy?n Thông, Digital Marketing, Communication, Communication Strategy",https://www.vietnamworks.com/monitoring-evaluation-and-learning-mel-manager-1716260-jv?source=searchResults&searchType=2&placement=1716760&sortBy=date
[Golf Sport/ Luxury Brand] Key Account Manager (Base In Ha Noi)Urgent job,"Emers Vietnam Co., Ltd",Th??ng l??ng,Hà N?i,20/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Consumer Research, Brand Management, Business Development, Key Account Management",https://www.vietnamworks.com/golf-sport-luxury-brand-key-account-manager-base-in-ha-noi-1716536-jv?source=searchResults&searchType=2&placement=1717036&sortBy=date
Tr??ng Phòng Nghiên C?u và Phát Tri?n,Tasco Joint Stock Company,Th??ng l??ng,Hà N?i,01/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Ngân Hàng ??u T?, Nghiên C?u, Phân Tích Th? Tr??ng",https://www.vietnamworks.com/truong-phong-nghien-cuu-va-phat-trien--1709340-jv?source=searchResults&searchType=2&placement=1709840&sortBy=date
Tr??ng Phòng Production,Công Ty TNHH Vsita Media,Th??ng l??ng,H? Chí Minh,21/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Production Managent, Production Digital Media, Videos Editor, Illustrator, Design",https://www.vietnamworks.com/truong-phong-production-1716666-jv?source=searchResults&searchType=2&placement=1717166&sortBy=date
