Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Số lượng,Link
Quản Lý Thương Hiệu Ngành Dược Phẩm,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM STARMED,17 - 25 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Quản lý / Giám sát,Marketing / Truyền thông / Quảng cáoY tế / DượcDược phẩm / Công nghệ sinh học,Không yêu cầu kinh nghiệm,Toàn thời gian,"– Độ tuổi: Từ 27 đến 34 tuổi, ưu tiên nữ– Tốt nghiệp Đại học chuyên ngành Dược, Marketing, Quản trị hoặc ngành có liên quan– Có kinh nghiệm từ 2 năm ở vị trí tương đương.– Tinh thần trách nhiệm cao trong công việc.– Nhanh nhẹn, hoạt bát.– Có kỹ năng quản lý và phân bổ nhân lực nhân sự tốt– Dẫn dắt và định hướng công việc tốt– Có kinh nghiệp trong lĩnh vực dược, mẹ và bé là một lợi thế.",1 người,https://www.topcv.vn/viec-lam/quan-ly-thuong-hieu-nganh-duoc-pham/1197364.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055905
Nhân Viên Vận Hành Sàn Thương Mại Điện Tử,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM STARMED,10 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoY tế / DượcDược phẩm / Công nghệ sinh học,2 năm,Toàn thời gian,"Tuổi từ 26 – 32Tốt nghiệp cao đăng trở lên các ngành kinh doanh, quản trị, thương mại điện tửTừ 2 năm kinh nghiệm ở các vị trí như quản lý khách hàng (nhà thuốc, shop mẹ bé, đơn vị bán hộ gia đình, chủ shop online)Ưu tiên ứng viên là account kinh nghiệm quản lý sàn TMĐT ở các Agency",1 người,https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-san-thuong-mai-dien-tu/1197269.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055905
Leader Marketing,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Mắt Xanh,10 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Trưởng nhóm,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáoBán lẻ / bán sỉ,3 năm,Toàn thời gian,"Học vấn: Tốt nghiệp đại học trở lên các chuyên ngành liên quan; Kinh nghiệm 2 năm trở lên ở vị trí tương đươngĐã từng triển khai kế hoạch marketing trên các nền tảng online: facebook, GG, Youtube, Tiktok Có kỹ năng thực tế về xây dựng kế hoạch, ngân sách và tổ chức thực hiện, đo lường, tối ưu, báo cáo triển khai các hoạt động Truyền thông Marketing, đặc biệt là Marketing online;Có kỹ năng tổ chức, quản lý: lập kế hoạch, triển khai, điều phối, giám sát, đánh giá hiệu quả và báo cáo.Thời gian làm việc: 8h/ngày, từ thứ 2 – thứ 7 hàng tuần, 1 tháng nghỉ 2 chiều thứ 7",1 người,https://www.topcv.vn/viec-lam/leader-marketing/1196626.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055905
Nhân Viên Trade Marketing Ngành Hàng Dược Phẩm,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM STARMED,12 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoY tế / DượcDược phẩm / Công nghệ sinh học,3 năm,Toàn thời gian,"Giới tính: Nam, từ 25 – 35 tuổi.Trình độ Cao đẳng các chuyên ngành có liên quan.Có kinh nghiệm trên 3 năm ở vị trí tương đương.Kỹ năng tin học văn phòng thành thạoChủ động, nhanh nhẹn, có khả năng đi công tác xa dài ngày, chịu được áp lực trong công việcBiết lái xe ô tô là một lợi thế.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-trade-marketing-nganh-hang-duoc-pham/1197337.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Account Executive,Công Ty Cổ Phần Học Viện Đào Tạo Quốc Tế Taki,12 - 25 triệu,Hà Nội,Hạn nộp hồ sơ: 30/01/2024,Nhân viên,Kinh doanh / Bán hàngIT phần mềmMarketing / Truyền thông / Quảng cáoViệc làm IT,2 năm,Toàn thời gian,"- Tốt nghiệp các ngành kinh doanh, đối ngoại, quốc tế, truyền thông, marketing .... - Nam, nữ độ tuổi 9x, 2k- Có từ 1 năm kinh nghiệm ở vị trí Account Executive, Sale B2B ... ưu tiên có kinh nghiệm trong lĩnh vực Digital marketing, Agency, truyền thông quảng cáo, phần mềm công nghệ, giáo dục đào tạo  - Nắm bắt được thị trường, xu hướng ngành marketing - Kỹ năng giao tiếp, đàm phán, thương lượng, thuyết phục tốt - Có khả năng hướng đến mục tiêu, phân tích và ra quyết định - Kỹ năng lập kế hoạch và quản lý khối lượng công việc lớn - Có trách nhiệm, chủ động, cầu tiến - Làm việc độc lập và làm việc nhóm ",2 người,https://www.topcv.vn/viec-lam/account-executive/1124215.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Nhân Viên Thiết Kế Website,Công ty Cổ phần Sản xuất và Thương mại Ngân Hoa,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"Tốt nghiệp Đại học chính quy trở lên chuyên ngành Marketing, quảng cáo, truyền thông hoặc các chuyên ngành khác có liên quan. Ưu tiên ứng viên có kinh nghiệm 1 – 2 năm làm việc với vị trí tương đương trong lĩnh vực SEO. Có kỹ năng phân tích, tổng hợp và nhanh chóng đưa ra các giải phápNhanh nhẹn, học hỏi nhanh, nhiệt tình trong công việc.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-website/1194112.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Nhân Viên Vận Hành Sàn TMĐT,CÔNG TY CỔ PHẦN QUỐC TẾ SMART CHOICE,8 - 12 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Kinh doanh / Bán hàngDịch vụ khách hàngMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"- Tốt nghiệp Cao đẳng, Đại học- Có ít nhất 2 năm kinh nghiệm làm việc trên sàn TMĐT- Có hiểu biết về sàn TMĐT, hiểu biết cơ bản về Marketing.- Có kinh nghiệm chạy quảng cáo, đăng sản phẩm, điều chỉnh giá bán, viết từ khóa, tạo combo bán hàng. - Chịu được áp lực công việc.",2 người,https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-san-tmdt/1169543.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Nhân Viên Digital Marketing,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ PHÚ CƯỜNG,8 - 20 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian," • Có ít nhất 1 năm kinh nghiệm ở vị trí tương đương• Nam-Nữ từ 20 đến 35 tuổi• Ưu tiên có kinh nghiệm trong lĩnh vực hóa mỹ phẩm• Cẩn thận, trung thực, có trách nhiệm với công việc. ",2 người,https://www.topcv.vn/viec-lam/nhan-vien-digital-marketing/1197302.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Nhân Viên Content Creator (Content Facebook),CÔNG TY CỔ PHẦN THƯƠNG MẠI TRUYỀN THÔNG ALOHA MEDIA,3 - 5 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Dịch vụ khách hàngMarketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnh,1 năm,Bán thời gian,"- Nam/Nữ, sinh năm 2000 trở lên - Có kinh nghiệm tạo, chăm group- Có khả năng làm việc độc lập và theo nhóm - Có kinh nghiệm viết content hoặc từng làm công việc liên quan đến Media từ 6 tháng trở lên- Có laptop cá nhân ",1 người,https://www.topcv.vn/viec-lam/nhan-vien-content-creator-content-facebook/1197318.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Nhân Viên Quản Lý Sàn Tiktok,À Ơi Concept,11 - 20 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"- Yêu cầu nam/Nữ từ 20-25 tuổi- Kinh nghiệm bán hàng online, kinh nghiệm làm việc với sàn Tiktok- Thành thạo kĩ năng Photoshop, Adobe AI, AfterEffect, Premier, Canva- Tư duy học hỏi, cầu tiến, tác phong làm việc tích cực, linh hoạt, chủ động- Thông thạo các kênh social media như facebook, instagram, tiktok, google, website- Thông thạo sử dụng các app để tạo nội dung số",2 người,https://www.topcv.vn/viec-lam/nhan-vien-quan-ly-san-tiktok/1076099.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Nhân Viên Quay Dựng Video,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÀNH PHỐ HỒ CHÍ MINH - HUTECH,10 - 15 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 15/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"Tốt nghiệp từ cao đẳng trở lên các ngành liên quan: Truyền thống &amp; thiết kế, quay dựng phim.Kinh nghiệm trong lĩnh vực quay phim, chụp ảnh, biên tập video hoặc truyền thông, quảng cáo.Có kinh nghiệm vận hành các thiết bị như máy quay.Kiến thức về quay và tính thẩm mỹ.Sử dụng thành thạo phần mềm chỉnh sửa video (Adobe Premiere 2022,...).Gắn link/mã QR portfolio các ấn phẩm đã thực hiện vào hồ sơ",1 người,https://www.topcv.vn/viec-lam/nhan-vien-quay-dung-video/1197030.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Cộng Tác Viên Digital Marketing,Công ty Cổ phần TAJ Việt Nam,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 15/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoTổ chức sự kiện / Quà tặng,1 năm,Bán thời gian,"Sinh viên năm 3, năm 4 Đại học các chuyên ngành Báo chí, Truyền thông, Xã hội, Marketing.Có laptop cá nhânThành thạo vi tính văn phòng và công cụ Internet, lướt web tìm kiếm thông tin.Sử dụng Photoshop, Canva... ở mức cơ bản. Ưu tiên các ứng viên biết sử dụng các phần mềm chỉnh sửa video.Khả năng viết lách tốt, đúng chính tả,...Cẩn thận, trách nhiệm cao trong công việc. Đảm bảo đúng deadline công việcNăng động, sáng tạo, yêu thích tìm tòi, nhạy bén trong việc cập nhật thông tin, các hình thức quảng cáo mới, các hình thức thể hiện nội dung mới.Chịu được áp lực công việc cao, có khả năng quản lý thời gian tốt.Tinh thần trách nhiệm, cẩn thận, chủ động trong công việc.",2 người,https://www.topcv.vn/viec-lam/cong-tac-vien-digital-marketing/1170877.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Marketing Team Leader,Công Ty Cổ Phần IGB,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 31/01/2024,Trưởng nhóm,IT phần mềmMarketing / Truyền thông / Quảng cáoCông nghệ thông tinViệc làm IT,1 năm,Toàn thời gian,"- Độ tuổi: 25-35- Tốt nghiệp CĐ/ĐH chuyên ngành Marketing, truyền thông, kinh tế, QTKD hoặc các chuyên ngành có liên quan- Tối thiểu 01 năm kinh nghiệm ở vị trí tương đương- Có khả năng giao tiếp tiếng Anh.- Có kinh nghiệm trong lĩnh vực Công nghệ thông tin hoặc Golf là lợi thế.- Tư duy sáng tạo, nắm bắt xu hướng trending mới nhất trên thị trường- Chịu được áp lực công việc.- Thích đương đầu với thử thách- Kỹ năng giao tiếp tốt- Có tư duy hệ thống và kỹ năng quản lý, phát triển đội nhóm- Giới tính: Nam/Nữ",1 người,https://www.topcv.vn/viec-lam/marketing-team-leader/1197241.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Chuyên Viên Biên Kịch (Phim Wolfoo),Công ty TNHH đầu tư công nghệ và dịch vụ Sconnect Việt Nam,10 - 20 triệu,Hà Nội,Hạn nộp hồ sơ: 14/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnh,Dưới 1 năm,Toàn thời gian,"- Có khả năng phát sinh nhiều ý tưởng, khả năng tưởng tượng và nắm bắt trend tốt.- Có khả năng viết kịch bản chi tiết tỉ mỉ cho truyện ngắn, tình huống.- Yêu thích phim hoạt hình, trẻ em, hiểu tâm lý trẻ em (là 1 lợi thế).- Khả năng sáng tạo cao, làm việc nghiêm túc và chuyên nghiệp.+",1 người,https://www.topcv.vn/viec-lam/chuyen-vien-bien-kich-phim-wolfoo/1196880.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Trưởng Nhóm Truyền Thông Thương Hiệu,Admicro (Công ty CP VCCorp),0.0 - 0.0 triệu,Hà Nội,Hạn nộp hồ sơ: 29/02/2024,Trưởng nhóm,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"-  Ứng viên tốt nghiệp Đại học chuyên ngành Marketing, Báo chí,...- Có từ 1 năm kinh nghiệm vị trí tương tự- Kỹ năng phân tích/ giải quyết vấn đề tốt- Khả năng tư duy logic & độc lập, có khả năng tổng hợp và phân tích-  Kỹ năng giao tiếp, thuyết trình tốt, & khả năng bảo vệ quan điểm- Chịu được áp lực công việc cao- Khả năng Teamwork tốt- Tinh thần trách nghiệm cao, mục tiêu và kế hoạch công việc rõ ràng- Cầu tiến, minh bạch quyết đoán. ",1 người,https://www.topcv.vn/viec-lam/truong-nhom-truyen-thong-thuong-hieu/1197073.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Trưởng Nhóm Phát Triển Giải Pháp Marketing,Admicro (Công ty CP VCCorp),0.0 - 0.0 triệu,Hà Nội,Hạn nộp hồ sơ: 29/02/2024,Trưởng nhóm,Kinh doanh / Bán hàngBáo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"Tốt nghiệp Đại học chuyên ngành Quan hệ công chúng, Truyền thông và các ngành nghề liên ...     Ưu tiên 01 năm kinh nghiệm trong lĩnh vực truyền thông và vị trí tương đươngCó hiểu biết và kinh nghiệm làm việc tại các công ty cung cấp dịch vụ quảng cáo online.   Có khả năng phân tích, nghiên cứu và sáng tạo sản phẩm mới     Có khả năng lên kế hoạch chi tiết, định hướng chiến lược phát triển và kinh doanh cho hệ thống các sản phẩm của đội nhóm     Có khả năng giám sát và đánh giá chất lượng công việc      Tư duy logic và tư duy phản biện     Sử dụng thành thạo các bộ phần mềm phục vụ thuyết trình: Canva, Power point,...    Có trách nhiệm với công việc     Có tinh thần ham học hỏi, cầu thị",1 người,https://www.topcv.vn/viec-lam/truong-nhom-phat-trien-giai-phap-marketing/1197089.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Junior Sales Admin - Hanoi,CÔNG TY TNHH AUDIENCE SERV,8 - 10 triệu,Hà Nội,Hạn nộp hồ sơ: 01/01/2024,Nhân viên,Hành chính / Văn phòngMarketing / Truyền thông / Quảng cáoNhân sự,Dưới 1 năm,Toàn thời gian,"REQUIREMENTS:● Fluency in English (both written & spoken), extra languages would be a plus.● Sales planning and admin skills● Confident with MS Office tools● Preferred having Salesforce experience● Have strong presentation and communication skills● Telemarketing & online marketing backgrounds are a plus",1 người,https://www.topcv.vn/viec-lam/junior-sales-admin-hanoi/1186875.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Account Executive,Công ty Cổ phần Học viện Đào Tạo Quốc tế TAKI,12 - 25 triệu,Hà Nội,Hạn nộp hồ sơ: 30/01/2024,Nhân viên,Kinh doanh / Bán hàngIT phần mềmMarketing / Truyền thông / Quảng cáoViệc làm IT,1 năm,Toàn thời gian,"- Tốt nghiệp các ngành kinh doanh, đối ngoại, quốc tế, truyền thông, marketing .... - Nam, nữ độ tuổi 9x, 2k- Có từ 1 năm kinh nghiệm ở vị trí Account Executive, Sale B2B ... ưu tiên có kinh nghiệm trong lĩnh vực Digital marketing, Agency, truyền thông quảng cáo - Nắm bắt được thị trường, xu hướng ngành marketing - Kỹ năng giao tiếp, đàm phán, thương lượng, thuyết phục tốt - Có khả năng hướng đến mục tiêu, phân tích và ra quyết định - Kỹ năng lập kế hoạch và quản lý khối lượng công việc lớn - Có trách nhiệm, chủ động, cầu tiến - Làm việc độc lập và làm việc nhóm ",2 người,https://www.topcv.vn/viec-lam/account-executive/1169239.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
Trưởng Nhóm Livestream,Công ty TNHH Thời Trang Quốc Tế Savani,Thoả thuận,Thanh Hoá,Hạn nộp hồ sơ: 30/01/2024,Trưởng nhóm,Dịch vụ khách hàngMarketing / Truyền thông / Quảng cáoThời trang,1 năm,Toàn thời gian,Có ít nhất 1 năm kinh nghiệm làm trưởng nhóm Livestream hoặc vị trí tương đươngTốt nghiệm từ Cao đẳng trở lênBiết sử dụng phần mềm OBS hoặc các phần mềm Livestream chuyên dụng.Có khả năng sáng tạo tốt và biết thuyết trình để bảo vệ ý tưởng Có tư duy và trí sáng tạo cao,1 người,https://www.topcv.vn/viec-lam/truong-nhom-livestream/1138469.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703055914
